txn_id,account_id,txn_date,txn_type,amount,channel
T001298,A00994,6/21/2024,Credit,250954.21,UPI
T001299,A00966,7/2/2025,Credit,307078.71,NEFT
T001300,A00041,4/11/2024,Credit,440179.1,IMPS
T001301,A00921,12/29/2024,Credit,68815.95,Branch
T001302,A01199,1/30/2025,Debit,129339.94,Branch
T001303,A00497,7/9/2025,Credit,239813.85,Branch
T001304,A00413,12/31/2023,Credit,495298.54,UPI
T001305,A00604,5/2/2025,Debit,376472.35,Branch
T001306,A01167,11/11/2023,Credit,222642.64,Branch
T001307,A00803,7/29/2025,Credit,287917.55,Branch
T001308,A00105,9/13/2025,Credit,212514.73,UPI
T001309,A00684,3/8/2025,Credit,311657.21,UPI
T001310,A00017,6/21/2025,Credit,31798.65,NEFT
T001311,A00211,11/29/2024,Debit,150019.85,Branch
T001312,A00885,11/7/2023,Debit,107304.45,IMPS
T001313,A00852,10/24/2024,Credit,414865.16,IMPS
T001314,A01016,5/28/2024,Credit,293290.32,Branch
T001315,A01186,11/6/2024,Debit,378368.63,Branch
T001316,A01136,2/12/2024,Credit,362412.95,IMPS
T001317,A00596,2/3/2025,Credit,178937.78,IMPS
T001318,A00076,9/11/2024,Debit,377769.98,IMPS
T001319,A00999,7/25/2024,Debit,299885.06,Branch
T001320,A00819,7/29/2024,Credit,407450.2,UPI
T001321,A00996,7/14/2024,Credit,499289.64,NEFT
T001322,A01052,12/19/2023,Credit,436579.09,IMPS
T001323,A01000,5/24/2025,Credit,357395.91,ATM
T001324,A00475,8/22/2025,Debit,54069.44,NEFT
T001325,A00125,1/25/2024,Debit,106750.56,ATM
T001326,A01082,3/5/2024,Debit,359885.25,UPI
T001327,A00039,7/28/2025,Debit,447231.79,NEFT
T001328,A00865,8/29/2025,Debit,170930.34,Branch
T001329,A01181,1/17/2025,Credit,490508.21,UPI
T001330,A00647,6/28/2025,Debit,21991.05,ATM
T001331,A01134,11/25/2024,Credit,127330.81,Branch
T001332,A00131,8/5/2025,Debit,278191.26,NEFT
T001333,A00549,11/4/2023,Debit,47288.34,Branch
T001334,A00855,9/5/2025,Credit,166292.11,UPI
T001335,A00970,8/22/2024,Debit,415046.39,ATM
T001336,A00240,4/8/2024,Credit,11063.24,NEFT
T001337,A01014,12/7/2024,Debit,82870.12,UPI
T001338,A00711,4/15/2024,Credit,453223.9,Branch
T001339,A00919,2/2/2025,Debit,139280.49,Branch
T001340,A00894,9/14/2025,Debit,151113.87,UPI
T001341,A00043,2/2/2025,Credit,72407.82,Branch
T001342,A00331,3/7/2025,Credit,62372.21,ATM
T001343,A00590,8/17/2024,Debit,48770.99,UPI
T001344,A00394,4/6/2025,Debit,159010.05,UPI
T001345,A00962,2/24/2025,Credit,15879.74,IMPS
T001346,A00705,1/23/2025,Debit,96704.98,ATM
T001347,A00898,12/25/2024,Credit,144647.17,ATM
T001348,A00476,3/1/2024,Debit,14224.66,ATM
T001349,A01040,11/14/2024,Credit,283652.95,ATM
T001350,A00450,7/27/2024,Debit,201092.17,NEFT
T001351,A00695,11/14/2024,Debit,31683.48,NEFT
T001352,A00960,5/26/2025,Debit,377827.19,ATM
T001353,A00269,12/10/2023,Credit,242171.37,IMPS
T001354,A00601,2/2/2025,Credit,455785.88,IMPS
T001355,A00800,1/26/2024,Debit,373786.15,UPI
T001356,A00854,3/19/2025,Credit,386222.69,Branch
T001357,A00738,3/17/2025,Debit,63475.96,ATM
T001358,A00968,3/30/2025,Debit,129420.06,NEFT
T001359,A00332,2/21/2024,Credit,269166.25,UPI
T001360,A00425,9/9/2024,Debit,376528.78,ATM
T001361,A00579,3/30/2024,Credit,315280.41,NEFT
T001362,A00177,12/30/2024,Debit,273397.52,Branch
T001363,A00989,7/20/2025,Debit,478217.41,ATM
T001364,A00265,11/3/2024,Credit,364769.93,UPI
T001365,A00355,10/15/2024,Debit,433162.75,NEFT
T001366,A00409,3/25/2024,Debit,230916.36,ATM
T001367,A00321,5/4/2025,Debit,275621.36,ATM
T001368,A01008,4/16/2025,Credit,48539.37,UPI
T001369,A00207,7/8/2025,Credit,39901.77,Branch
T001370,A00852,2/2/2025,Credit,135507.95,Branch
T001371,A01012,9/12/2025,Debit,258534.1,IMPS
T001372,A00622,9/24/2024,Credit,497638.68,NEFT
T001373,A00481,12/27/2024,Credit,393659.71,UPI
T001374,A00429,6/7/2025,Debit,419883.34,Branch
T001375,A01141,12/7/2023,Debit,311311.5,IMPS
T001376,A00097,6/21/2025,Credit,459566.45,UPI
T001377,A00038,7/31/2024,Credit,313332.39,ATM
T001378,A00735,8/23/2025,Debit,473597.75,Branch
T001379,A00535,11/7/2024,Credit,273002.92,Branch
T001380,A00732,8/21/2024,Credit,308272.44,Branch
T001381,A00325,7/7/2025,Debit,269248.04,IMPS
T001382,A00358,7/30/2024,Credit,402402.7,NEFT
T001383,A01032,10/2/2023,Credit,124562.99,IMPS
T001384,A00066,8/7/2024,Credit,487630.38,NEFT
T001385,A00131,3/27/2024,Credit,197974.2,UPI
T001386,A00692,11/10/2023,Debit,309310.69,UPI
T001387,A00882,11/10/2024,Debit,220229.28,NEFT
T001388,A00234,9/30/2023,Debit,465161.86,ATM
T001389,A00465,2/14/2024,Credit,190643.09,NEFT
T001390,A00248,6/26/2024,Debit,156243.92,Branch
T001391,A01151,2/17/2024,Debit,446272.35,UPI
T001392,A00459,5/14/2024,Credit,45238.9,ATM
T001393,A00997,1/16/2025,Credit,170208.47,Branch
T001394,A00529,5/12/2024,Credit,130683.32,UPI
T001395,A00697,7/6/2025,Debit,156846.48,UPI
T001396,A00728,6/30/2024,Debit,329987.31,NEFT
T001397,A00096,12/9/2023,Credit,55411.93,UPI
T001398,A01141,7/3/2025,Debit,306887.18,ATM
T001399,A00548,1/24/2025,Credit,361218.56,Branch
T001400,A00310,1/24/2025,Debit,339793.57,IMPS
T001401,A01056,12/1/2024,Credit,29388.18,IMPS
T001402,A00214,10/19/2024,Debit,343757.57,IMPS
T001403,A00104,6/29/2024,Credit,238930.58,Branch
T001404,A00897,8/8/2025,Credit,180721.9,ATM
T001405,A00937,2/25/2024,Debit,348525.75,Branch
T001406,A00228,10/21/2023,Credit,190806.81,NEFT
T001407,A00217,9/24/2023,Credit,347413.86,Branch
T001408,A00209,5/9/2024,Credit,175695.4,Branch
T001409,A01152,2/25/2025,Credit,35284.79,IMPS
T001410,A00086,3/8/2025,Credit,39395.3,UPI
T001411,A01039,12/1/2024,Credit,341414.75,Branch
T001412,A00216,9/15/2025,Credit,31027.37,Branch
T001413,A00343,1/31/2024,Credit,416278.76,ATM
T001414,A00242,7/15/2024,Debit,268954.95,NEFT
T001415,A00421,11/1/2023,Debit,385669.07,IMPS
T001416,A00741,2/8/2024,Debit,403771.2,Branch
T001417,A00322,6/7/2025,Credit,103650.05,UPI
T001418,A00599,12/6/2024,Debit,157262.57,ATM
T001419,A00905,6/18/2024,Debit,205453.72,ATM
T001420,A01037,2/18/2024,Credit,354707.38,IMPS
T001421,A01021,12/11/2023,Credit,62968.94,NEFT
T001422,A00204,9/18/2024,Credit,257382.42,UPI
T001423,A00316,2/13/2024,Credit,130026.68,ATM
T001424,A00745,2/17/2024,Debit,186256.95,IMPS
T001425,A00686,4/9/2024,Credit,28000.1,Branch
T001426,A00283,3/30/2025,Credit,242805.51,IMPS
T001427,A00252,12/11/2023,Credit,24670.95,IMPS
T001428,A00414,2/23/2025,Credit,297099.28,ATM
T001429,A00900,9/25/2023,Debit,325698.54,Branch
T001430,A00852,1/14/2025,Debit,150636.27,IMPS
T001431,A00014,9/7/2025,Debit,68029.78,Branch
T001432,A00503,1/5/2025,Credit,265223.39,NEFT
T001433,A00971,6/23/2025,Credit,290223.91,IMPS
T001434,A00700,11/27/2024,Credit,89545.88,UPI
T001435,A00588,11/25/2024,Debit,146729.35,NEFT
T001436,A01035,7/27/2024,Debit,188230.12,ATM
T001437,A00351,7/29/2025,Debit,187584.83,NEFT
T001438,A00175,4/7/2024,Credit,432605.44,UPI
T001439,A00545,11/8/2023,Debit,392780.01,NEFT
T001440,A00763,3/12/2024,Debit,370305.98,IMPS
T001441,A00850,9/22/2024,Credit,278420.51,NEFT
T001442,A00739,4/4/2024,Credit,217510.52,ATM
T001443,A00503,11/16/2023,Credit,248801.97,UPI
T001444,A00311,6/16/2025,Credit,25096.17,NEFT
T001445,A01085,11/26/2024,Debit,394610.04,UPI
T001446,A00864,8/13/2025,Credit,131139.19,ATM
T001447,A00468,3/11/2024,Debit,7276.1,UPI
T001448,A00283,7/7/2024,Credit,395272.44,IMPS
T001449,A00879,8/7/2025,Credit,155439.97,Branch
T001450,A00847,3/8/2024,Credit,211852.98,NEFT
T001451,A00839,3/11/2025,Credit,182157.34,IMPS
T001452,A00940,8/13/2024,Debit,378157.52,ATM
T001453,A01058,5/31/2024,Credit,170024.38,ATM
T001454,A00741,12/29/2024,Debit,446242.56,ATM
T001455,A00061,8/3/2025,Credit,285647.95,IMPS
T001456,A00907,2/6/2024,Credit,391280.17,IMPS
T001457,A00299,1/24/2025,Debit,154329.85,IMPS
T001458,A00021,12/27/2023,Debit,159534.24,UPI
T001459,A01060,3/2/2024,Credit,110444.26,UPI
T001460,A00143,12/28/2024,Debit,390651.62,ATM
T001461,A00174,9/11/2025,Credit,402651.79,IMPS
T001462,A00693,8/3/2024,Debit,14542.78,NEFT
T001463,A00645,1/17/2024,Debit,65514.83,ATM
T001464,A00823,11/5/2023,Debit,428532.96,UPI
T001465,A00337,6/18/2025,Credit,184827.88,IMPS
T001466,A00889,3/22/2025,Debit,399485.09,ATM
T001467,A00126,12/17/2023,Debit,437955.23,Branch
T001468,A00806,11/4/2023,Credit,391661.23,UPI
T001469,A00076,6/21/2025,Credit,427158.68,ATM
T001470,A00310,11/14/2024,Credit,92244.25,UPI
T001471,A01177,11/20/2023,Debit,209425.11,NEFT
T001472,A00119,1/30/2025,Debit,350329.15,Branch
T001473,A01065,2/4/2024,Debit,27190.78,Branch
T001474,A00606,4/1/2024,Credit,198305.54,Branch
T001475,A00859,9/7/2024,Debit,167067.64,ATM
T001476,A00824,5/5/2025,Credit,304159.25,Branch
T001477,A01134,2/4/2024,Debit,114528.17,UPI
T001478,A00624,8/12/2024,Credit,26944.16,Branch
T001479,A00643,5/29/2025,Debit,347426.8,IMPS
T001480,A00705,11/6/2024,Credit,337666.25,UPI
T001481,A00017,11/14/2023,Debit,80216.04,UPI
T001482,A00573,6/19/2024,Debit,93450.35,IMPS
T001483,A01081,3/15/2024,Credit,87536.46,ATM
T001484,A00301,5/3/2024,Debit,147126.75,UPI
T001485,A00828,5/8/2024,Debit,481643.16,NEFT
T001486,A00914,3/29/2024,Credit,399116.13,UPI
T001487,A00421,3/30/2025,Debit,214148.17,NEFT
T001488,A01115,12/9/2023,Debit,440688.97,NEFT
T001489,A00906,7/22/2024,Debit,347005.42,NEFT
T001490,A00708,9/30/2023,Credit,237026.82,IMPS
T001491,A00829,9/30/2024,Debit,200677.92,NEFT
T001492,A00405,2/2/2024,Debit,381928.07,Branch
T001493,A00618,6/4/2024,Credit,306675.24,Branch
T001494,A00173,4/2/2025,Credit,195132.74,ATM
T001495,A00076,7/15/2024,Debit,51917.78,NEFT
T001496,A01101,7/22/2024,Debit,88521.07,IMPS
T001497,A00686,9/18/2024,Debit,354599.57,IMPS
T001498,A00799,12/18/2023,Debit,50047.36,ATM
T001499,A00259,6/30/2024,Credit,186317.38,IMPS
T001500,A01066,10/27/2023,Debit,486208.87,Branch
T001501,A01108,9/7/2025,Debit,251729.91,IMPS
T001502,A00582,5/29/2024,Debit,478276.99,UPI
T001503,A00438,12/1/2024,Debit,266751.11,UPI
T001504,A00191,8/16/2024,Credit,258583.04,NEFT
T001505,A01048,12/20/2023,Credit,194183.64,ATM
T001506,A01131,3/2/2025,Debit,30078.31,ATM
T001507,A00640,6/12/2025,Debit,380270.42,IMPS
T001508,A01068,1/3/2024,Credit,489716.48,IMPS
T001509,A00698,5/7/2024,Debit,7605.5,NEFT
T001510,A00328,5/21/2024,Debit,237345.21,ATM
T001511,A00048,1/18/2024,Credit,258183.56,Branch
T001512,A00058,7/2/2025,Debit,198100.87,ATM
T001513,A01106,11/17/2024,Credit,355512.43,IMPS
T001514,A00530,8/6/2025,Debit,495819.32,ATM
T001515,A00495,10/23/2023,Credit,64013.29,Branch
T001516,A00623,10/22/2023,Debit,437321.94,NEFT
T001517,A00866,1/16/2024,Debit,86527.29,ATM
T001518,A01035,4/28/2024,Debit,297802.64,IMPS
T001519,A00227,12/11/2024,Credit,470890.11,UPI
T001520,A00123,4/17/2025,Credit,222099.76,UPI
T001521,A00764,12/4/2023,Debit,392818.18,Branch
T001522,A00532,11/7/2024,Credit,6908.62,Branch
T001523,A01040,7/29/2024,Debit,400976.81,NEFT
T001524,A00726,12/22/2023,Credit,223113.07,ATM
T001525,A00254,12/29/2024,Debit,497108.59,NEFT
T001526,A00098,5/10/2025,Credit,204333.49,NEFT
T001527,A00256,1/3/2025,Debit,131634.8,IMPS
T001528,A00920,5/25/2024,Credit,82138.56,UPI
T001529,A00611,4/8/2024,Credit,406013.3,NEFT
T001530,A01173,12/31/2023,Credit,38162.23,ATM
T001531,A00011,1/17/2024,Credit,365250.39,Branch
T001532,A00929,3/14/2024,Debit,459768.92,ATM
T001533,A00695,4/8/2024,Credit,26830.26,Branch
T001534,A00484,11/8/2024,Credit,264428.07,NEFT
T001535,A01192,2/17/2025,Credit,114480.9,Branch
T001536,A01159,2/7/2025,Credit,379885.1,ATM
T001537,A01093,9/14/2025,Credit,239413.03,NEFT
T001538,A00479,7/22/2025,Debit,114065.18,NEFT
T001539,A00718,8/5/2024,Credit,172925.04,Branch
T001540,A00613,12/29/2024,Credit,294412.23,ATM
T001541,A00583,1/14/2024,Credit,192996.14,ATM
T001542,A01174,6/4/2025,Credit,376304.23,NEFT
T001543,A00287,12/26/2023,Debit,24142.03,IMPS
T001544,A00774,11/4/2024,Debit,277098.4,NEFT
T001545,A01065,10/13/2023,Credit,486854.09,NEFT
T001546,A00508,11/1/2024,Debit,317815.45,Branch
T001547,A00216,12/10/2024,Credit,184311.04,IMPS
T001548,A00672,5/13/2024,Credit,132437.08,NEFT
T001549,A01058,7/1/2025,Credit,257076.65,UPI
T001550,A01193,6/1/2025,Debit,154950.5,Branch
T001551,A00395,10/24/2023,Debit,61790.61,ATM
T001552,A00740,7/2/2024,Debit,278790.29,IMPS
T001553,A00931,8/14/2024,Credit,375614.16,ATM
T001554,A00201,1/22/2025,Credit,251781,IMPS
T001555,A00301,7/30/2025,Debit,439337.11,IMPS
T001556,A00872,11/27/2023,Credit,181078.39,ATM
T001557,A00844,1/14/2025,Credit,376235.48,ATM
T001558,A00168,3/27/2025,Debit,475016.81,NEFT
T001559,A00189,5/15/2024,Debit,23669.82,ATM
T001560,A00128,5/11/2025,Debit,337942.73,Branch
T001561,A00871,3/8/2025,Debit,214675.7,UPI
T001562,A00267,4/26/2024,Debit,152820.99,ATM
T001563,A00976,5/22/2025,Credit,183776.87,NEFT
T001564,A00440,6/27/2024,Credit,326138.3,NEFT
T001565,A00914,9/15/2024,Credit,169335.75,NEFT
T001566,A00160,5/23/2025,Credit,72906.43,ATM
T001567,A00757,10/4/2024,Debit,98484.98,Branch
T001568,A01078,6/22/2024,Credit,440039.23,NEFT
T001569,A00825,2/9/2025,Debit,55790.69,ATM
T001570,A01145,6/28/2024,Debit,472237.72,UPI
T001571,A01063,7/31/2024,Credit,77166.5,Branch
T001572,A00809,1/13/2025,Debit,356491.32,Branch
T001573,A00541,4/19/2025,Debit,223779.96,UPI
T001574,A01197,6/8/2024,Credit,384898.49,UPI
T001575,A01022,7/27/2024,Debit,307426.83,ATM
T001576,A00868,4/17/2024,Debit,368265.84,Branch
T001577,A00902,4/5/2024,Debit,488577.55,ATM
T001578,A01003,3/31/2025,Credit,341117.83,UPI
T001579,A00854,12/18/2024,Credit,310432.94,Branch
T001580,A00334,5/26/2025,Credit,407817.89,IMPS
T001581,A00296,2/29/2024,Credit,42524.91,IMPS
T001582,A01036,1/17/2024,Debit,219250.34,UPI
T001583,A00261,12/29/2023,Credit,386799.47,ATM
T001584,A00993,10/8/2023,Credit,382102.22,UPI
T001585,A00938,4/16/2025,Credit,121523.81,Branch
T001586,A00265,11/15/2024,Credit,146805.57,NEFT
T001587,A01052,3/11/2025,Debit,320793.68,Branch
T001588,A01084,8/12/2025,Credit,371156.52,Branch
T001589,A00242,1/11/2025,Credit,244693.68,IMPS
T001590,A00436,9/30/2024,Credit,15449.48,NEFT
T001591,A00933,5/17/2025,Credit,433818.16,ATM
T001592,A00970,10/30/2023,Credit,277588.91,IMPS
T001593,A00067,3/16/2025,Credit,189815.54,Branch
T001594,A00322,9/19/2023,Credit,84941.01,Branch
T001595,A01145,12/26/2023,Credit,36480.71,ATM
T001596,A00757,1/25/2025,Credit,237418.93,UPI
T001597,A00244,10/4/2024,Debit,357136.97,IMPS
T001598,A00837,7/7/2025,Credit,327561.89,NEFT
T001599,A00226,4/20/2025,Debit,30483.03,UPI
T001600,A00248,12/25/2023,Credit,423412.76,Branch
T001601,A00757,9/28/2024,Credit,303409.59,NEFT
T001602,A01171,8/16/2024,Debit,193573.73,ATM
T001603,A00594,1/27/2024,Credit,123544.29,IMPS
T001604,A00083,11/11/2023,Credit,20947.1,NEFT
T001605,A01071,1/15/2025,Debit,164542.76,IMPS
T001606,A00314,5/1/2024,Debit,317707.29,Branch
T001607,A00242,8/20/2025,Debit,16696.75,UPI
T001608,A00761,2/7/2024,Credit,304479.51,UPI
T001609,A00625,7/2/2025,Credit,396433.8,UPI
T001610,A00767,11/6/2024,Credit,114849.25,NEFT
T001611,A00622,5/19/2024,Debit,359621.39,IMPS
T001612,A00603,3/31/2024,Credit,251570.36,UPI
T001613,A00996,10/28/2024,Credit,72498.69,UPI
T001614,A00058,3/11/2024,Credit,312102.07,ATM
T001615,A00293,4/23/2024,Credit,114795.68,UPI
T001616,A00292,11/26/2023,Debit,423900.45,Branch
T001617,A00864,11/25/2023,Debit,440560.18,IMPS
T001618,A00100,8/22/2024,Credit,6006.47,NEFT
T001619,A00625,4/15/2025,Credit,428933.45,NEFT
T001620,A00581,6/21/2024,Debit,431625.08,ATM
T001621,A00442,2/15/2024,Debit,393940.84,Branch
T001622,A00375,6/26/2024,Debit,370179.12,Branch
T001623,A01002,7/10/2025,Debit,257399.64,ATM
T001624,A00005,7/26/2024,Credit,357606.18,IMPS
T001625,A00251,8/14/2025,Credit,198229.88,IMPS
T001626,A01122,8/7/2024,Credit,237137.9,ATM
T001627,A00715,11/6/2023,Debit,143374.21,Branch
T001628,A00139,6/3/2025,Credit,452510.99,Branch
T001629,A00092,1/15/2024,Credit,421295.83,Branch
T001630,A00856,4/9/2025,Debit,172735.66,IMPS
T001631,A00986,8/20/2025,Credit,86207.76,ATM
T001632,A01174,3/8/2024,Credit,127125.89,Branch
T001633,A00635,1/26/2025,Debit,458403.2,UPI
T001634,A01159,5/17/2024,Debit,477760.2,ATM
T001635,A00927,4/3/2024,Debit,130900.22,ATM
T001636,A00692,4/2/2025,Credit,213805.99,Branch
T001637,A00773,7/17/2025,Credit,412943.34,Branch
T001638,A00974,6/27/2025,Credit,105211.98,ATM
T001639,A00272,5/10/2025,Credit,267586.6,Branch
T001640,A00284,2/9/2025,Credit,180879.72,NEFT
T001641,A01034,5/28/2025,Debit,33072.1,UPI
T001642,A00944,7/23/2025,Credit,301423.43,ATM
T001643,A00922,7/17/2024,Debit,108799.6,ATM
T001644,A00920,2/22/2024,Debit,352317.94,UPI
T001645,A00306,12/14/2024,Credit,276280.29,UPI
T001646,A00667,8/12/2025,Credit,7883.24,IMPS
T001647,A00183,5/25/2024,Debit,343151.58,IMPS
T001648,A00839,1/15/2024,Debit,377850.32,ATM
T001649,A00794,12/9/2024,Credit,400246.48,ATM
T001650,A00477,4/18/2025,Debit,334792.1,NEFT
T001651,A00810,11/13/2024,Debit,120537.69,Branch
T001652,A00695,6/4/2025,Credit,297918.63,NEFT
T001653,A01108,1/25/2025,Debit,73627.07,Branch
T001654,A00094,6/21/2024,Credit,228301.01,NEFT
T001655,A00908,5/19/2024,Credit,251219.38,Branch
T001656,A00569,8/23/2024,Credit,330569.13,ATM
T001657,A00182,9/28/2024,Debit,437079.32,NEFT
T001658,A00340,4/4/2024,Debit,367697.04,UPI
T001659,A00051,5/14/2024,Debit,401972.17,IMPS
T001660,A01172,8/21/2025,Credit,283992.48,UPI
T001661,A00633,8/17/2024,Credit,212849.92,UPI
T001662,A01150,4/23/2025,Credit,293204.29,ATM
T001663,A00254,12/20/2024,Debit,257294.78,ATM
T001664,A01146,3/14/2025,Debit,77586.28,Branch
T001665,A00175,10/2/2023,Credit,443373.73,IMPS
T001666,A00395,4/29/2025,Credit,345330.9,ATM
T001667,A01110,9/28/2024,Debit,30554.34,NEFT
T001668,A01182,3/19/2024,Credit,496604.51,IMPS
T001669,A00109,1/22/2024,Credit,157319.59,UPI
T001670,A01168,12/31/2023,Credit,289429.71,UPI
T001671,A01069,7/20/2024,Debit,66509.17,ATM
T001672,A00388,3/18/2024,Credit,239722.7,NEFT
T001673,A00975,12/15/2023,Credit,137193,UPI
T001674,A01030,4/3/2025,Debit,224762.13,Branch
T001675,A00039,1/29/2024,Debit,68851.39,IMPS
T001676,A00247,3/26/2024,Debit,188483.4,ATM
T001677,A01090,5/28/2024,Credit,18310.95,IMPS
T001678,A00369,8/9/2025,Credit,44861.9,IMPS
T001679,A00039,5/13/2025,Credit,364476.8,NEFT
T001680,A00564,12/22/2023,Credit,299148.86,NEFT
T001681,A00422,1/19/2024,Debit,373874.73,NEFT
T001682,A00503,3/13/2025,Debit,190731.12,NEFT
T001683,A01187,7/20/2025,Credit,126391.35,IMPS
T001684,A00910,6/8/2025,Debit,133973.03,ATM
T001685,A00174,3/7/2024,Credit,452288.83,Branch
T001686,A01093,8/7/2024,Debit,415837.61,UPI
T001687,A00657,6/25/2025,Credit,324383.87,UPI
T001688,A00823,4/21/2024,Credit,296237.21,ATM
T001689,A00093,7/6/2024,Credit,81450.74,IMPS
T001690,A01007,12/30/2024,Credit,117809.37,ATM
T001691,A00048,11/12/2024,Debit,284049.79,NEFT
T001692,A00697,8/26/2025,Debit,51691.35,IMPS
T001693,A00896,9/30/2023,Debit,487895.38,ATM
T001694,A00370,3/5/2025,Debit,492666.72,Branch
T001695,A00850,12/17/2024,Debit,329799.54,Branch
T001696,A00050,7/13/2025,Debit,250034.59,NEFT
T001697,A01082,1/21/2025,Credit,196009.4,UPI
T001698,A00650,5/3/2024,Debit,408474.01,Branch
T001699,A00783,1/11/2024,Debit,471856.36,NEFT
T001700,A00527,8/25/2025,Credit,283333.96,IMPS
T001701,A00187,10/25/2023,Credit,491704.38,IMPS
T001702,A00235,4/17/2025,Credit,258588.84,IMPS
T001703,A00204,6/14/2025,Credit,257390.5,IMPS
T001704,A01110,6/11/2024,Debit,24783.12,UPI
T001705,A00345,8/28/2025,Credit,289079.22,IMPS
T001706,A00585,1/20/2024,Debit,462069.11,UPI
T001707,A00295,11/26/2023,Debit,83974.84,UPI
T001708,A00375,2/28/2025,Credit,60651.18,NEFT
T001709,A00524,6/29/2024,Credit,408125.54,Branch
T001710,A00184,2/1/2024,Credit,7549.93,IMPS
T001711,A00316,5/28/2024,Debit,115086.72,ATM
T001712,A00629,11/7/2023,Credit,444492.93,NEFT
T001713,A00835,8/2/2025,Credit,8237.1,UPI
T001714,A00347,12/27/2024,Debit,345863.32,ATM
T001715,A00121,9/16/2024,Credit,193031.31,UPI
T001716,A00667,6/25/2024,Debit,217041.86,IMPS
T001717,A00372,12/18/2023,Debit,57395.7,ATM
T001718,A00056,2/6/2024,Debit,455029.37,Branch
T001719,A00120,2/28/2024,Credit,254010.8,NEFT
T001720,A00611,2/20/2024,Credit,315726.41,ATM
T001721,A00799,10/26/2023,Debit,335769.37,UPI
T001722,A00203,11/7/2023,Credit,279098.39,NEFT
T001723,A00656,7/17/2024,Debit,401038.88,IMPS
T001724,A00292,10/25/2024,Credit,240475.14,Branch
T001725,A00846,6/26/2025,Credit,193178.29,IMPS
T001726,A00664,2/27/2025,Debit,5700.92,ATM
T001727,A00529,6/28/2024,Credit,41897.34,UPI
T001728,A00770,1/3/2024,Debit,147806.31,IMPS
T001729,A00248,12/7/2023,Debit,186398.41,Branch
T001730,A00107,7/6/2024,Debit,398450.11,IMPS
T001731,A00415,12/20/2023,Debit,144453.07,ATM
T001732,A00491,9/17/2024,Credit,458642.86,NEFT
T001733,A00485,12/18/2023,Debit,117692.38,ATM
T001734,A01010,1/29/2024,Debit,276560.96,IMPS
T001735,A01042,9/24/2023,Debit,464285.23,UPI
T001736,A01034,5/9/2025,Debit,324972.83,ATM
T001737,A00789,3/10/2025,Debit,320612.53,IMPS
T001738,A00236,6/4/2025,Credit,42617.69,IMPS
T001739,A00552,11/12/2023,Debit,255216.34,UPI
T001740,A00125,12/31/2023,Credit,23777.6,IMPS
T001741,A00652,8/6/2024,Credit,241345.66,ATM
T001742,A00952,7/26/2025,Debit,210627.97,NEFT
T001743,A01133,7/13/2025,Debit,375562.46,ATM
T001744,A00834,6/28/2025,Debit,428121.65,UPI
T001745,A00135,4/30/2024,Credit,320793.11,Branch
T001746,A00992,10/26/2024,Debit,97574.21,ATM
T001747,A00060,1/29/2024,Credit,154734.08,IMPS
T001748,A00835,7/19/2025,Credit,433190.65,NEFT
T001749,A00479,8/13/2024,Debit,294391.93,ATM
T001750,A00039,1/25/2024,Debit,416045.56,Branch
T001751,A00552,9/5/2024,Credit,395073.73,Branch
T001752,A01135,11/23/2024,Debit,17531.12,Branch
T001753,A00208,1/15/2024,Debit,99358.02,ATM
T001754,A00505,10/28/2024,Credit,386570.03,ATM
T001755,A01137,1/28/2025,Debit,8549.16,UPI
T001756,A00258,5/28/2024,Credit,417667.01,Branch
T001757,A00624,5/19/2024,Debit,202198.42,ATM
T001758,A01164,12/16/2024,Credit,91271.47,Branch
T001759,A00834,2/4/2025,Debit,185092.14,ATM
T001760,A00914,2/21/2024,Credit,407808.62,UPI
T001761,A00172,9/2/2025,Debit,471734.86,ATM
T001762,A01025,6/8/2024,Credit,476253.19,UPI
T001763,A00417,7/13/2025,Credit,294204.31,ATM
T001764,A00292,6/6/2024,Credit,218823.68,UPI
T001765,A00765,9/21/2024,Debit,37358.98,NEFT
T001766,A01107,1/3/2025,Debit,9870.63,UPI
T001767,A00345,6/1/2024,Credit,344546.9,ATM
T001768,A00503,2/23/2025,Debit,218012.24,Branch
T001769,A01101,6/17/2025,Debit,486224.81,NEFT
T001770,A00868,8/26/2025,Debit,334254.14,NEFT
T001771,A01137,10/14/2024,Debit,211098.69,UPI
T001772,A00926,10/12/2023,Debit,46104.56,UPI
T001773,A00086,6/9/2025,Debit,6619.65,IMPS
T001774,A00003,11/6/2024,Debit,323687.69,NEFT
T001775,A00952,1/13/2025,Credit,458078.32,Branch
T001776,A00593,2/3/2025,Credit,149615.5,IMPS
T001777,A00343,11/20/2024,Credit,43362.22,Branch
T001778,A00002,4/17/2024,Credit,45239.11,NEFT
T001779,A00124,6/12/2024,Debit,420377.66,UPI
T001780,A00988,5/11/2024,Debit,496559.46,ATM
T001781,A00560,9/3/2025,Debit,112475.25,Branch
T001782,A00514,7/4/2025,Credit,141168.05,UPI
T001783,A00779,5/11/2024,Credit,403900.65,IMPS
T001784,A00720,9/11/2024,Credit,270872.76,ATM
T001785,A00436,11/27/2024,Debit,50375.73,ATM
T001786,A01199,10/24/2024,Credit,307097.84,Branch
T001787,A01046,11/27/2023,Debit,461205.17,Branch
T001788,A00577,5/25/2024,Debit,295781.49,IMPS
T001789,A00094,4/12/2025,Credit,386235.72,ATM
